iteration,max_combo_size,total_time,n_subset_candidates,n_subsets_continued,best_size,time_on_held_out
32,1,88.27483606338501,6109206,72391,3,81.14135003089905
32,0,87.16759204864502,6109206,72391,3,81.14135003089905
33,14,88.26984286308289,732022,73032,3,79.80642986297607
33,13,89.7949709892273,732022,73032,3,79.80642986297607
33,12,88.15317177772522,732022,73032,3,79.80642986297607
33,11,88.25914812088013,732022,73032,3,79.80642986297607
33,10,89.21429705619812,732022,73032,3,79.80642986297607
33,9,88.25028705596924,732022,73032,3,79.80642986297607
33,8,88.2815899848938,732022,73032,3,79.80642986297607
33,7,88.36350893974304,732022,73032,3,79.80642986297607
33,6,89.27873396873474,732028,73032,3,79.80642986297607
33,5,88.37665009498596,732220,73032,3,79.80642986297607
33,4,87.76891589164734,737615,73032,3,79.80642986297607
33,3,84.5031189918518,947478,73032,3,79.80642986297607
33,2,92.21960115432739,6450332,73032,3,79.80642986297607
33,1,92.27022194862366,6450332,73032,3,79.80642986297607
33,0,92.14540004730225,6450332,73032,3,79.80642986297607
34,14,80.03162598609924,694783,67633,3,156.05318903923035
34,13,78.47784399986267,694783,67633,3,156.05318903923035
34,12,81.95112299919128,694783,67633,3,156.05318903923035
34,11,80.72643399238586,694783,67633,3,156.05318903923035
34,10,77.89233613014221,694783,67633,3,156.05318903923035
34,9,77.15364098548889,694783,67633,3,156.05318903923035
34,8,78.3146710395813,694783,67633,3,156.05318903923035
34,7,77.27503991127014,694783,67633,3,156.05318903923035
34,6,77.48783588409424,694784,67633,3,156.05318903923035
34,5,77.8319787979126,694889,67633,3,156.05318903923035
34,4,76.96013498306274,699618,67633,3,156.05318903923035
34,3,73.45616316795349,871974,67633,3,156.05318903923035
34,2,80.98790884017944,5678074,67633,3,156.05318903923035
34,1,80.50153398513794,5678074,67633,3,156.05318903923035
34,0,81.18439888954163,5678074,67633,3,156.05318903923035
35,14,91.77051305770874,720979,74958,3,77.72950887680054
35,13,90.85814905166626,720979,74958,3,77.72950887680054
35,12,90.88601493835449,720979,74958,3,77.72950887680054
35,11,90.89904308319092,720979,74958,3,77.72950887680054
35,10,91.31201100349426,720979,74958,3,77.72950887680054
35,9,90.80615282058716,720979,74958,3,77.72950887680054
35,8,90.69931697845459,720979,74958,3,77.72950887680054
35,7,91.81133198738098,720979,74958,3,77.72950887680054
35,6,90.81289410591125,720979,74958,3,77.72950887680054
35,5,90.83734798431396,721130,74958,3,77.72950887680054
35,4,90.12591099739075,726501,74958,3,77.72950887680054
35,3,85.60635495185852,933046,74958,3,77.72950887680054
35,2,93.92991399765015,6572175,74958,3,77.72950887680054
35,1,94.66338992118835,6572175,74958,3,77.72950887680054
35,0,93.72346305847168,6572175,74958,3,77.72950887680054
36,14,86.8990330696106,713488,74612,3,99.5274829864502
36,13,87.36586093902588,713488,74612,3,99.5274829864502
36,12,86.78155207633972,713488,74612,3,99.5274829864502
36,11,86.30612206459045,713488,74612,3,99.5274829864502
36,10,87.46678590774536,713488,74612,3,99.5274829864502
36,9,86.54631495475769,713488,74612,3,99.5274829864502
36,8,87.13379502296448,713488,74612,3,99.5274829864502
36,7,86.44855093955994,713488,74612,3,99.5274829864502
36,6,87.88471603393555,713489,74612,3,99.5274829864502
36,5,86.72349190711975,713617,74612,3,99.5274829864502
36,4,88.52381491661072,718309,74612,3,99.5274829864502
36,3,84.92268300056458,914722,74612,3,99.5274829864502
36,2,92.15319800376892,6339146,74612,3,99.5274829864502
36,1,92.1589949131012,6339146,74612,3,99.5274829864502
36,0,91.06459999084473,6339146,74612,3,99.5274829864502
37,14,116.69893479347229,727157,89285,3,78.55426692962646
37,13,116.65195488929749,727157,89285,3,78.55426692962646
37,12,115.93673205375671,727157,89285,3,78.55426692962646
37,11,115.65136504173279,727157,89285,3,78.55426692962646
37,10,117.06992101669312,727157,89285,3,78.55426692962646
37,9,116.6849410533905,727157,89285,3,78.55426692962646
37,8,116.11565113067627,727157,89285,3,78.55426692962646
37,7,115.60473108291626,727157,89285,3,78.55426692962646
37,6,114.92200493812561,727158,89285,3,78.55426692962646
37,5,114.88660287857056,727300,89285,3,78.55426692962646
37,4,111.60527610778809,732692,89285,3,78.55426692962646
37,3,105.79865384101868,961961,89285,3,78.55426692962646
37,2,117.90418410301208,7795276,89285,3,78.55426692962646
37,1,117.46719789505005,7795276,89285,3,78.55426692962646
37,0,118.10531187057495,7795276,89285,3,78.55426692962646
38,14,87.26289701461792,709284,76446,11,93.90716886520386
38,13,87.20542001724243,709284,76446,11,93.90716886520386
38,12,87.79303407669067,709284,76446,11,93.90716886520386
38,11,86.9204170703888,709284,76446,11,93.90716886520386
38,10,87.06922221183777,709284,76446,11,93.90716886520386
38,9,88.00635504722595,709284,76446,11,93.90716886520386
38,8,87.10413789749146,709284,76446,11,93.90716886520386
38,7,87.1994788646698,709284,76446,11,93.90716886520386
38,6,90.42155408859253,709285,76446,11,93.90716886520386
38,5,88.10682702064514,709417,76446,11,93.90716886520386
38,4,92.18365406990051,714075,76446,11,93.90716886520386
38,3,87.51914811134338,907066,76446,11,93.90716886520386
38,2,95.63378405570984,6282015,76446,11,93.90716886520386
38,1,99.86126017570496,6282015,76446,11,93.90716886520386
38,0,116.89993500709534,6282015,76446,11,93.90716886520386
39,14,88.89263892173767,716520,70892,14,190.27393102645874
39,13,93.5385730266571,716520,70892,14,190.27393102645874
39,12,97.77843284606934,716520,70892,14,190.27393102645874
39,11,99.52280282974243,716520,70892,14,190.27393102645874
39,10,109.89232897758484,716520,70892,14,190.27393102645874
39,9,111.68356394767761,716520,70892,14,190.27393102645874
39,8,110.71348285675049,716520,70892,14,190.27393102645874
39,7,124.88533997535706,716520,70892,14,190.27393102645874
39,6,110.64500689506531,716520,70892,14,190.27393102645874
39,5,108.66720294952393,716762,70892,14,190.27393102645874
39,4,117.40773487091064,722149,70892,14,190.27393102645874
39,3,95.85551190376282,931509,70892,14,190.27393102645874
39,2,109.10842704772949,6221606,70892,14,190.27393102645874
39,1,119.22821497917175,6221606,70892,14,190.27393102645874
39,0,131.1157350540161,6221606,70892,14,190.27393102645874
