iteration,max_combo_size,total_time,n_subset_candidates,n_subsets_continued,best_size,time_on_held_out
5,4,90.69045090675354,711788,72798,3,95.48467087745667
5,3,86.55474781990051,923164,72798,3,95.48467087745667
5,2,95.9681830406189,6380861,72798,3,95.48467087745667
5,1,105.28957509994507,6380861,72798,3,95.48467087745667
5,0,103.4250738620758,6380861,72798,3,95.48467087745667
6,14,98.72167611122131,699935,69613,5,97.36145806312561
6,13,97.32312297821045,699935,69613,5,97.36145806312561
6,12,93.73204898834229,699935,69613,5,97.36145806312561
6,11,91.469899892807,699935,69613,5,97.36145806312561
6,10,89.53058004379272,699935,69613,5,97.36145806312561
6,9,88.33236598968506,699935,69613,5,97.36145806312561
6,8,91.17960691452026,699935,69613,5,97.36145806312561
6,7,88.7906699180603,699935,69613,5,97.36145806312561
6,6,87.97946095466614,699935,69613,5,97.36145806312561
6,5,87.08575201034546,700065,69613,5,97.36145806312561
6,4,95.06934189796448,705035,69613,5,97.36145806312561
6,3,91.87488198280334,906948,69613,5,97.36145806312561
6,2,110.52466297149658,5997287,69613,5,97.36145806312561
6,1,103.48240208625793,5997287,69613,5,97.36145806312561
6,0,98.92811703681946,5997287,69613,5,97.36145806312561
7,14,109.94487690925598,695623,76322,3,81.31085109710693
7,13,109.62371587753296,695623,76322,3,81.31085109710693
7,12,108.93152713775635,695623,76322,3,81.31085109710693
7,11,109.4770200252533,695623,76322,3,81.31085109710693
7,10,109.0814778804779,695623,76322,3,81.31085109710693
7,9,108.85996890068054,695623,76322,3,81.31085109710693
7,8,109.86522912979126,695623,76322,3,81.31085109710693
7,7,108.04564809799194,695623,76322,3,81.31085109710693
7,6,109.51011204719543,695623,76322,3,81.31085109710693
7,5,108.5549738407135,695813,76322,3,81.31085109710693
7,4,106.42926502227783,700875,76322,3,81.31085109710693
7,3,102.7080078125,903150,76322,3,81.31085109710693
7,2,113.3069109916687,6666355,76322,3,81.31085109710693
7,1,111.60068488121033,6666355,76322,3,81.31085109710693
7,0,106.02724409103394,6666355,76322,3,81.31085109710693
8,14,89.21038103103638,729621,74805,3,96.21590089797974
8,13,89.82467985153198,729621,74805,3,96.21590089797974
8,12,92.15315389633179,729621,74805,3,96.21590089797974
8,11,89.03239607810974,729621,74805,3,96.21590089797974
8,10,89.0770480632782,729621,74805,3,96.21590089797974
8,9,89.8320381641388,729621,74805,3,96.21590089797974
8,8,89.63801002502441,729621,74805,3,96.21590089797974
8,7,88.94105911254883,729621,74805,3,96.21590089797974
8,6,89.66940808296204,729627,74805,3,96.21590089797974
8,5,89.61664700508118,729814,74805,3,96.21590089797974
8,4,87.67141103744507,735313,74805,3,96.21590089797974
8,3,84.999990940094,942115,74805,3,96.21590089797974
8,2,117.09607100486755,6526045,74805,3,96.21590089797974
8,1,134.5740671157837,6526045,74805,3,96.21590089797974
8,0,118.19158506393433,6526045,74805,3,96.21590089797974
9,14,99.56569600105286,718925,71102,3,92.86323189735413
9,13,101.27272391319275,718925,71102,3,92.86323189735413
9,12,99.52073192596436,718925,71102,3,92.86323189735413
9,11,98.97571301460266,718925,71102,3,92.86323189735413
9,10,100.78435015678406,718925,71102,3,92.86323189735413
9,9,98.76453995704651,718925,71102,3,92.86323189735413
9,8,99.4777901172638,718925,71102,3,92.86323189735413
9,7,100.40274286270142,718925,71102,3,92.86323189735413
9,6,98.85311698913574,718928,71102,3,92.86323189735413
9,5,98.87168502807617,719069,71102,3,92.86323189735413
9,4,99.31149220466614,724197,71102,3,92.86323189735413
9,3,83.76318693161011,919878,71102,3,92.86323189735413
9,2,88.64956593513489,6164961,71102,3,92.86323189735413
9,1,88.91704201698303,6164961,71102,3,92.86323189735413
9,0,98.80274605751038,6164961,71102,3,92.86323189735413
10,14,110.95179486274719,715740,71879,3,86.37281894683838
10,13,99.53922295570374,715740,71879,3,86.37281894683838
10,12,99.47579288482666,715740,71879,3,86.37281894683838
10,11,101.07000803947449,715740,71879,3,86.37281894683838
10,10,100.23593592643738,715740,71879,3,86.37281894683838
10,9,100.41377401351929,715740,71879,3,86.37281894683838
10,8,101.10473704338074,715740,71879,3,86.37281894683838
10,7,107.94041919708252,715740,71879,3,86.37281894683838
10,6,99.40552401542664,715741,71879,3,86.37281894683838
10,5,100.90162801742554,715900,71879,3,86.37281894683838
10,4,98.51683902740479,721302,71879,3,86.37281894683838
10,3,94.90103387832642,927263,71879,3,86.37281894683838
10,2,106.28869199752808,6250783,71879,3,86.37281894683838
10,1,103.96404099464417,6250783,71879,3,86.37281894683838
10,0,104.62471103668213,6250783,71879,3,86.37281894683838
11,14,96.02642798423767,725281,77428,7,98.24265098571777
11,13,96.27285718917847,725281,77428,7,98.24265098571777
11,12,96.8322081565857,725281,77428,7,98.24265098571777
11,11,95.87709903717041,725281,77428,7,98.24265098571777
11,10,95.82255005836487,725281,77428,7,98.24265098571777
11,9,96.57305908203125,725281,77428,7,98.24265098571777
11,8,95.73098516464233,725281,77428,7,98.24265098571777
11,7,95.6144368648529,725281,77428,7,98.24265098571777
11,6,96.59685397148132,725281,77428,7,98.24265098571777
11,5,96.0701858997345,725455,77428,7,98.24265098571777
11,4,98.95963907241821,730955,77428,7,98.24265098571777
11,3,105.66788506507874,943393,77428,7,98.24265098571777
11,2,115.19847583770752,6848649,77428,7,98.24265098571777
11,1,114.00912117958069,6848649,77428,7,98.24265098571777
11,0,116.01040291786194,6848649,77428,7,98.24265098571777
12,14,93.8925199508667,706078,69342,3,96.1653699874878
12,13,99.78539299964905,706078,69342,3,96.1653699874878
12,12,95.59658002853394,706078,69342,3,96.1653699874878
12,11,94.86791205406189,706078,69342,3,96.1653699874878
12,10,93.69773602485657,706078,69342,3,96.1653699874878
12,9,91.5382788181305,706078,69342,3,96.1653699874878
12,8,87.82321405410767,706078,69342,3,96.1653699874878
12,7,81.62471103668213,706078,69342,3,96.1653699874878
12,6,82.29929304122925,706081,69342,3,96.1653699874878
12,5,81.67276000976562,706188,69342,3,96.1653699874878
12,4,80.6702208518982,710967,69342,3,96.1653699874878
12,3,78.44837212562561,895912,69342,3,96.1653699874878
12,2,84.9342188835144,5966117,69342,3,96.1653699874878
12,1,88.64110898971558,5966117,69342,3,96.1653699874878
12,0,84.32935190200806,5966117,69342,3,96.1653699874878
13,14,82.38598918914795,716989,69194,3,92.11176586151123
13,13,82.59227991104126,716989,69194,3,92.11176586151123
13,12,82.82077813148499,716989,69194,3,92.11176586151123
13,11,81.90934705734253,716989,69194,3,92.11176586151123
13,10,82.39850902557373,716989,69194,3,92.11176586151123
13,9,81.89020586013794,716989,69194,3,92.11176586151123
13,8,82.94574117660522,716989,69194,3,92.11176586151123
13,7,81.8626458644867,716989,69194,3,92.11176586151123
13,6,81.93546104431152,716989,69194,3,92.11176586151123
13,5,81.97890210151672,717125,69194,3,92.11176586151123
13,4,81.75445508956909,722494,69194,3,92.11176586151123
13,3,77.74432802200317,918814,69194,3,92.11176586151123
13,2,86.60945415496826,6008307,69194,3,92.11176586151123
13,1,86.6879460811615,6008307,69194,3,92.11176586151123
13,0,106.12359714508057,6008307,69194,3,92.11176586151123
14,14,105.29586696624756,699463,69502,3,93.17238903045654
14,13,93.78385400772095,699463,69502,3,93.17238903045654
14,12,92.97699689865112,699463,69502,3,93.17238903045654
14,11,94.5251829624176,699463,69502,3,93.17238903045654
14,10,93.27988409996033,699463,69502,3,93.17238903045654
14,9,92.7656478881836,699463,69502,3,93.17238903045654
14,8,92.77286505699158,699463,69502,3,93.17238903045654
14,7,94.72519993782043,699463,69502,3,93.17238903045654
14,6,93.26038193702698,699465,69502,3,93.17238903045654
14,5,93.35519599914551,699663,69502,3,93.17238903045654
14,4,93.16044688224792,704801,69502,3,93.17238903045654
14,3,88.19420719146729,900987,69502,3,93.17238903045654
14,2,97.66214394569397,5979988,69502,3,93.17238903045654
14,1,98.61964297294617,5979988,69502,3,93.17238903045654
14,0,95.99725008010864,5979988,69502,3,93.17238903045654
15,14,142.373113155365,735713,89254,3,94.09104084968567
15,13,137.66021013259888,735713,89254,3,94.09104084968567
15,12,139.3618369102478,735713,89254,3,94.09104084968567
15,11,144.42667889595032,735713,89254,3,94.09104084968567
15,10,139.5163130760193,735713,89254,3,94.09104084968567
15,9,138.4394130706787,735713,89254,3,94.09104084968567
15,8,138.52991890907288,735713,89254,3,94.09104084968567
15,7,137.7458779811859,735713,89254,3,94.09104084968567
15,6,135.97606801986694,735714,89254,3,94.09104084968567
15,5,135.73533391952515,735808,89254,3,94.09104084968567
15,4,130.5199899673462,741084,89254,3,94.09104084968567
15,3,128.84147882461548,979764,89254,3,94.09104084968567
15,2,137.14403009414673,7964675,89254,3,94.09104084968567
15,1,135.58084893226624,7964675,89254,3,94.09104084968567
15,0,137.072252035141,7964675,89254,3,94.09104084968567
16,14,90.93180704116821,696659,67578,3,95.01916885375977
16,13,89.30918312072754,696659,67578,3,95.01916885375977
16,12,89.87865710258484,696659,67578,3,95.01916885375977
16,11,90.06088495254517,696659,67578,3,95.01916885375977
16,10,90.08184695243835,696659,67578,3,95.01916885375977
16,9,89.07965087890625,696659,67578,3,95.01916885375977
16,8,90.00513505935669,696659,67578,3,95.01916885375977
16,7,88.81184196472168,696659,67578,3,95.01916885375977
16,6,87.69944190979004,696659,67578,3,95.01916885375977
16,5,87.14072585105896,696740,67578,3,95.01916885375977
16,4,91.04306387901306,701247,67578,3,95.01916885375977
16,3,83.82711005210876,881623,67578,3,95.01916885375977
16,2,92.39511108398438,5721995,67578,3,95.01916885375977
16,1,94.46741795539856,5721995,67578,3,95.01916885375977
16,0,91.84379601478577,5721995,67578,3,95.01916885375977
17,14,95.338054895401,712950,69235,3,90.97696208953857
17,13,93.05173301696777,712950,69235,3,90.97696208953857
17,12,93.22292017936707,712950,69235,3,90.97696208953857
17,11,93.76771998405457,712950,69235,3,90.97696208953857
17,10,93.82718300819397,712950,69235,3,90.97696208953857
17,9,93.25451612472534,712950,69235,3,90.97696208953857
17,8,98.95439910888672,712950,69235,3,90.97696208953857
17,7,94.10798597335815,712950,69235,3,90.97696208953857
17,6,93.22676301002502,712950,69235,3,90.97696208953857
17,5,91.60304999351501,713082,69235,3,90.97696208953857
17,4,95.97297310829163,718248,69235,3,90.97696208953857
17,3,84.56929993629456,914658,69235,3,90.97696208953857
17,2,88.89072108268738,6066013,69235,3,90.97696208953857
17,1,88.84887886047363,6066013,69235,3,90.97696208953857
17,0,86.87945699691772,6066013,69235,3,90.97696208953857
18,14,87.70070290565491,708253,73715,3,85.15364098548889
18,13,88.47367691993713,708253,73715,3,85.15364098548889
18,12,87.43702602386475,708253,73715,3,85.15364098548889
18,11,87.44385814666748,708253,73715,3,85.15364098548889
18,10,88.51194906234741,708253,73715,3,85.15364098548889
18,9,87.70569181442261,708253,73715,3,85.15364098548889
18,8,87.53822803497314,708253,73715,3,85.15364098548889
18,7,88.18248796463013,708253,73715,3,85.15364098548889
18,6,87.37333512306213,708254,73715,3,85.15364098548889
18,5,87.32859587669373,708389,73715,3,85.15364098548889
18,4,86.13772010803223,713176,73715,3,85.15364098548889
18,3,83.43228006362915,903260,73715,3,85.15364098548889
18,2,93.07173299789429,6348392,73715,3,85.15364098548889
18,1,92.07987785339355,6348392,73715,3,85.15364098548889
18,0,92.28831219673157,6348392,73715,3,85.15364098548889
19,14,93.92529487609863,720850,78556,3,139.93775987625122
19,13,93.8306360244751,720850,78556,3,139.93775987625122
19,12,94.58111691474915,720850,78556,3,139.93775987625122
19,11,93.37054204940796,720850,78556,3,139.93775987625122
19,10,93.8525002002716,720850,78556,3,139.93775987625122
19,9,94.43702411651611,720850,78556,3,139.93775987625122
19,8,93.83779501914978,720850,78556,3,139.93775987625122
19,7,93.59801411628723,720850,78556,3,139.93775987625122
19,6,94.6227400302887,720851,78556,3,139.93775987625122
19,5,93.3573591709137,721044,78556,3,139.93775987625122
19,4,91.4122040271759,726688,78556,3,139.93775987625122
19,3,88.07851386070251,939191,78556,3,139.93775987625122
19,2,96.90510106086731,6644361,78556,3,139.93775987625122
19,1,95.76104497909546,6644361,78556,3,139.93775987625122
19,0,102.51134300231934,6644361,78556,3,139.93775987625122
20,14,95.5186538696289,725665,80201,3,78.60780596733093
20,13,96.40432000160217,725665,80201,3,78.60780596733093
20,12,96.70008206367493,725665,80201,3,78.60780596733093
20,11,95.26013588905334,725665,80201,3,78.60780596733093
20,10,96.22703003883362,725665,80201,3,78.60780596733093
20,9,95.4424819946289,725665,80201,3,78.60780596733093
20,8,95.28241801261902,725665,80201,3,78.60780596733093
20,7,96.19981384277344,725665,80201,3,78.60780596733093
20,6,95.35789799690247,725667,80201,3,78.60780596733093
20,5,95.52054190635681,725783,80201,3,78.60780596733093
20,4,94.25813484191895,730969,80201,3,78.60780596733093
20,3,89.3926649093628,953013,80201,3,78.60780596733093
20,2,100.21839094161987,6811930,80201,3,78.60780596733093
20,1,100.11796188354492,6811930,80201,3,78.60780596733093
20,0,99.26477909088135,6811930,80201,3,78.60780596733093
21,14,112.3747398853302,723376,86383,3,81.09136414527893
21,13,113.05685091018677,723376,86383,3,81.09136414527893
21,12,112.4168050289154,723376,86383,3,81.09136414527893
21,11,112.78764796257019,723376,86383,3,81.09136414527893
21,10,113.2471091747284,723376,86383,3,81.09136414527893
21,9,112.02968502044678,723376,86383,3,81.09136414527893
21,8,112.79310202598572,723376,86383,3,81.09136414527893
21,7,111.4665949344635,723376,86383,3,81.09136414527893
21,6,111.00408911705017,723376,86383,3,81.09136414527893
21,5,111.87386703491211,723478,86383,3,81.09136414527893
21,4,108.66208100318909,728298,86383,3,81.09136414527893
21,3,103.48803305625916,952154,86383,3,81.09136414527893
21,2,111.89090299606323,7483911,86383,3,81.09136414527893
21,1,111.72460794448853,7483911,86383,3,81.09136414527893
21,0,113.08147311210632,7483911,86383,3,81.09136414527893
22,14,88.28297686576843,723388,76292,3,161.19708800315857
22,13,92.46823191642761,723388,76292,3,161.19708800315857
22,12,88.1032350063324,723388,76292,3,161.19708800315857
22,11,88.76094198226929,723388,76292,3,161.19708800315857
22,10,88.40597891807556,723388,76292,3,161.19708800315857
22,9,88.9718279838562,723388,76292,3,161.19708800315857
22,8,88.56020998954773,723388,76292,3,161.19708800315857
22,7,88.08910799026489,723388,76292,3,161.19708800315857
22,6,88.81861090660095,723393,76292,3,161.19708800315857
22,5,87.9382209777832,723600,76292,3,161.19708800315857
22,4,86.44130492210388,727984,76292,3,161.19708800315857
22,3,82.6121461391449,929195,76292,3,161.19708800315857
22,2,93.04261684417725,6383123,76292,3,161.19708800315857
22,1,92.61888694763184,6383123,76292,3,161.19708800315857
22,0,92.19856810569763,6383123,76292,3,161.19708800315857
23,14,118.95936512947083,725157,89932,3,109.35406494140625
23,13,119.34934401512146,725157,89932,3,109.35406494140625
23,12,118.54268598556519,725157,89932,3,109.35406494140625
23,11,119.3167371749878,725157,89932,3,109.35406494140625
23,10,118.15452289581299,725157,89932,3,109.35406494140625
23,9,118.63058185577393,725157,89932,3,109.35406494140625
23,8,119.36455011367798,725157,89932,3,109.35406494140625
23,7,117.62975788116455,725157,89932,3,109.35406494140625
23,6,118.67062306404114,725159,89932,3,109.35406494140625
23,5,116.65659093856812,725294,89932,3,109.35406494140625
23,4,113.7588438987732,730340,89932,3,109.35406494140625
23,3,105.31824803352356,994325,89932,3,109.35406494140625
23,2,120.95026707649231,8053383,89932,3,109.35406494140625
23,1,121.84985899925232,8053383,89932,3,109.35406494140625
23,0,120.99431085586548,8053383,89932,3,109.35406494140625
24,14,82.70232510566711,705605,70392,3,106.55315780639648
24,13,83.70146322250366,705605,70392,3,106.55315780639648
24,12,82.49356603622437,705605,70392,3,106.55315780639648
24,11,82.56665515899658,705605,70392,3,106.55315780639648
24,10,85.3149619102478,705605,70392,3,106.55315780639648
24,9,83.80546593666077,705605,70392,3,106.55315780639648
24,8,83.05935883522034,705605,70392,3,106.55315780639648
24,7,82.8022780418396,705605,70392,3,106.55315780639648
24,6,83.48485612869263,705605,70392,3,106.55315780639648
24,5,82.87238097190857,705843,70392,3,106.55315780639648
24,4,81.74906706809998,710589,70392,3,106.55315780639648
24,3,79.15278100967407,904336,70392,3,106.55315780639648
24,2,86.79226112365723,6029730,70392,3,106.55315780639648
24,1,86.24028992652893,6029730,70392,3,106.55315780639648
24,0,85.81625604629517,6029730,70392,3,106.55315780639648
25,14,87.02450489997864,714455,73349,3,81.07833003997803
25,13,86.98903703689575,714455,73349,3,81.07833003997803
25,12,87.42003393173218,714455,73349,3,81.07833003997803
25,11,88.50263595581055,714455,73349,3,81.07833003997803
25,10,86.72993493080139,714455,73349,3,81.07833003997803
25,9,86.94640302658081,714455,73349,3,81.07833003997803
25,8,87.47820496559143,714455,73349,3,81.07833003997803
25,7,87.2298378944397,714455,73349,3,81.07833003997803
25,6,86.82817506790161,714458,73349,3,81.07833003997803
25,5,87.91538405418396,714690,73349,3,81.07833003997803
25,4,85.44576597213745,720478,73349,3,81.07833003997803
25,3,81.63335394859314,928381,73349,3,81.07833003997803
25,2,89.04482388496399,6248830,73349,3,81.07833003997803
25,1,88.80793905258179,6248830,73349,3,81.07833003997803
25,0,88.47743916511536,6248830,73349,3,81.07833003997803
26,14,86.38482785224915,718632,72624,3,84.8181140422821
26,13,85.30830407142639,718632,72624,3,84.8181140422821
26,12,85.63330101966858,718632,72624,3,84.8181140422821
26,11,85.82158493995667,718632,72624,3,84.8181140422821
26,10,85.44487595558167,718632,72624,3,84.8181140422821
26,9,85.42035293579102,718632,72624,3,84.8181140422821
26,8,85.31606006622314,718632,72624,3,84.8181140422821
26,7,88.84967303276062,718632,72624,3,84.8181140422821
26,6,85.37387180328369,718634,72624,3,84.8181140422821
26,5,85.3541510105133,718798,72624,3,84.8181140422821
26,4,84.97917795181274,724264,72624,3,84.8181140422821
26,3,80.99547505378723,927128,72624,3,84.8181140422821
26,2,89.66788601875305,6217664,72624,3,84.8181140422821
26,1,88.893718957901,6217664,72624,3,84.8181140422821
26,0,91.02089095115662,6217664,72624,3,84.8181140422821
27,14,84.72452712059021,713958,69673,3,77.67820191383362
27,13,84.58612990379333,713958,69673,3,77.67820191383362
27,12,83.94216394424438,713958,69673,3,77.67820191383362
27,11,84.37350296974182,713958,69673,3,77.67820191383362
27,10,83.88134503364563,713958,69673,3,77.67820191383362
27,9,84.86559915542603,713958,69673,3,77.67820191383362
27,8,83.8881459236145,713958,69673,3,77.67820191383362
27,7,84.16958808898926,713958,69673,3,77.67820191383362
27,6,84.06280994415283,713958,69673,3,77.67820191383362
27,5,84.70861911773682,714081,69673,3,77.67820191383362
27,4,82.95877194404602,719193,69673,3,77.67820191383362
27,3,79.55345892906189,915662,69673,3,77.67820191383362
27,2,89.15418696403503,6132694,69673,3,77.67820191383362
27,1,87.38296508789062,6132694,69673,3,77.67820191383362
27,0,86.65379095077515,6132694,69673,3,77.67820191383362
28,14,142.28541707992554,731354,96469,3,81.82230496406555
28,13,141.73411297798157,731354,96469,3,81.82230496406555
28,12,142.1130998134613,731354,96469,3,81.82230496406555
28,11,141.4098720550537,731354,96469,3,81.82230496406555
28,10,142.06997895240784,731354,96469,3,81.82230496406555
28,9,141.19304704666138,731354,96469,3,81.82230496406555
28,8,141.19921898841858,731354,96469,3,81.82230496406555
28,7,139.58356094360352,731354,96469,3,81.82230496406555
28,6,138.90802216529846,731355,96469,3,81.82230496406555
28,5,137.10835814476013,731490,96469,3,81.82230496406555
28,4,134.020653963089,737120,96469,3,81.82230496406555
28,3,125.73321390151978,1003030,96469,3,81.82230496406555
28,2,131.72773599624634,8573454,96469,3,81.82230496406555
28,1,131.93766403198242,8573454,96469,3,81.82230496406555
28,0,131.40980100631714,8573454,96469,3,81.82230496406555
29,14,93.31790804862976,719992,76230,3,88.68052196502686
29,13,90.89324903488159,719992,76230,3,88.68052196502686
29,12,91.18353199958801,719992,76230,3,88.68052196502686
29,11,90.56461596488953,719992,76230,3,88.68052196502686
29,10,90.82428097724915,719992,76230,3,88.68052196502686
29,9,90.33170700073242,719992,76230,3,88.68052196502686
29,8,91.2940239906311,719992,76230,3,88.68052196502686
29,7,90.42553114891052,719992,76230,3,88.68052196502686
29,6,90.33360600471497,719993,76230,3,88.68052196502686
29,5,91.45370292663574,720137,76230,3,88.68052196502686
29,4,88.61907696723938,725224,76230,3,88.68052196502686
29,3,84.51673197746277,929955,76230,3,88.68052196502686
29,2,95.34615683555603,6493116,76230,3,88.68052196502686
29,1,93.82954287528992,6493116,76230,3,88.68052196502686
29,0,94.15871214866638,6493116,76230,3,88.68052196502686
30,14,84.80190587043762,713527,71717,3,83.87980484962463
30,13,83.77474999427795,713527,71717,3,83.87980484962463
30,12,83.74730706214905,713527,71717,3,83.87980484962463
30,11,85.5848240852356,713527,71717,3,83.87980484962463
30,10,83.74137616157532,713527,71717,3,83.87980484962463
30,9,83.982586145401,713527,71717,3,83.87980484962463
30,8,83.89959788322449,713527,71717,3,83.87980484962463
30,7,84.40919017791748,713527,71717,3,83.87980484962463
30,6,83.80214786529541,713527,71717,3,83.87980484962463
30,5,83.9575731754303,713657,71717,3,83.87980484962463
30,4,83.35521793365479,719379,71717,3,83.87980484962463
30,3,79.19644403457642,918002,71717,3,83.87980484962463
30,2,86.81008291244507,6090928,71717,3,83.87980484962463
30,1,87.2164740562439,6090928,71717,3,83.87980484962463
30,0,87.05933094024658,6090928,71717,3,83.87980484962463
31,14,105.90080094337463,724005,81216,3,97.03617119789124
31,13,106.79356098175049,724005,81216,3,97.03617119789124
31,12,106.2838089466095,724005,81216,3,97.03617119789124
31,11,105.60088300704956,724005,81216,3,97.03617119789124
31,10,106.86604905128479,724005,81216,3,97.03617119789124
31,9,106.51715111732483,724005,81216,3,97.03617119789124
31,8,105.50138711929321,724005,81216,3,97.03617119789124
31,7,107.08754396438599,724005,81216,3,97.03617119789124
31,6,108.6410539150238,724013,81216,3,97.03617119789124
31,5,105.74420595169067,724192,81216,3,97.03617119789124
31,4,103.92470788955688,729461,81216,3,97.03617119789124
31,3,98.77637100219727,944481,81216,3,97.03617119789124
31,2,108.18738579750061,7232134,81216,3,97.03617119789124
31,1,107.03878402709961,7232134,81216,3,97.03617119789124
31,0,106.89273381233215,7232134,81216,3,97.03617119789124
32,14,84.43567705154419,713233,72391,3,81.14135003089905
32,13,84.3680009841919,713233,72391,3,81.14135003089905
32,12,84.1370120048523,713233,72391,3,81.14135003089905
32,11,85.19442582130432,713233,72391,3,81.14135003089905
32,10,84.20590400695801,713233,72391,3,81.14135003089905
32,9,84.06308388710022,713233,72391,3,81.14135003089905
32,8,85.20161199569702,713233,72391,3,81.14135003089905
32,7,84.17394304275513,713233,72391,3,81.14135003089905
32,6,84.12484502792358,713235,72391,3,81.14135003089905
32,5,84.44387412071228,713389,72391,3,81.14135003089905
32,4,84.10506892204285,718324,72391,3,81.14135003089905
32,3,79.55908298492432,919491,72391,3,81.14135003089905
32,2,91.1901638507843,6109206,72391,3,81.14135003089905
